classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
210270505,dwright04,1437100,7469fdf470aadd2deb4a,13459,bbox,9.10,2020-03-20 16:14:04 UTC,,,"{""source"":""api"",""session"":""4db702d150ef349e60525a734c93d12c2eb9a40d7e0976157ff2559036655a17"",""viewport"":{""width"":1440,""height"":644},""started_at"":""2020-03-20T16:13:59.101Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-03-20T16:14:04.718Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":300,""clientHeight"":208,""naturalWidth"":300,""naturalHeight"":208}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-03-20T16:13:58.994Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""29109""}","[{""task"":""T1"",""task_label"":""Is there a solar jet in this image?"",""value"":""No""}]","{""41282570"":{""retired"":null,""Screen Shot 2020-03-20 at 10.53.06.png"":""Screen Shot 2020-03-20 at 10.54.16.png""}}",41282570
210270540,dwright04,1437100,7469fdf470aadd2deb4a,13459,bbox,9.10,2020-03-20 16:14:13 UTC,,,"{""source"":""api"",""session"":""4db702d150ef349e60525a734c93d12c2eb9a40d7e0976157ff2559036655a17"",""viewport"":{""width"":1440,""height"":644},""started_at"":""2020-03-20T16:14:05.851Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-03-20T16:14:13.091Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":384,""clientHeight"":350,""naturalWidth"":384,""naturalHeight"":350}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-03-20T16:13:58.994Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""29109""}","[{""task"":""T1"",""task_label"":""Is there a solar jet in this image?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Draw a box around the solar jet."",""value"":[{""x"":132.55859375,""y"":8.85546875,""tool"":0,""frame"":0,""width"":180.046875,""height"":319.9765625,""details"":[],""tool_label"":""Tool name""}]}]","{""41282568"":{""retired"":null,""Screen Shot 2020-03-20 at 10.53.06.png"":""Screen Shot 2020-03-20 at 10.53.29.png""}}",41282568
210313987,dwright04,1437100,7469fdf470aadd2deb4a,13459,bbox,10.12,2020-03-20 18:48:08 UTC,,,"{""source"":""api"",""session"":""1d521005d9d08b7d4734dec5e0de6cd4a088e5cc9bb23aa95a780e0937950839"",""viewport"":{""width"":1440,""height"":766},""started_at"":""2020-03-20T18:48:03.794Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-03-20T18:48:08.295Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":320,""clientHeight"":228,""naturalWidth"":320,""naturalHeight"":228}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-03-20T18:48:03.545Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""29109""}","[{""task"":""T1"",""task_label"":""Is there a solar jet in this image?"",""value"":""No""}]","{""41282571"":{""retired"":null,""Screen Shot 2020-03-20 at 10.53.06.png"":""Screen Shot 2020-03-20 at 10.54.20.png""}}",41282571
210313997,dwright04,1437100,7469fdf470aadd2deb4a,13459,bbox,10.12,2020-03-20 18:48:11 UTC,,,"{""source"":""api"",""session"":""1d521005d9d08b7d4734dec5e0de6cd4a088e5cc9bb23aa95a780e0937950839"",""viewport"":{""width"":1440,""height"":766},""started_at"":""2020-03-20T18:48:09.179Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-03-20T18:48:11.481Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":326,""clientHeight"":236,""naturalWidth"":326,""naturalHeight"":236}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-03-20T18:48:03.545Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""29109""}","[{""task"":""T1"",""task_label"":""Is there a solar jet in this image?"",""value"":""No""}]","{""41282569"":{""retired"":null,""Screen Shot 2020-03-20 at 10.53.06.png"":""Screen Shot 2020-03-20 at 10.54.10.png""}}",41282569
210314022,dwright04,1437100,7469fdf470aadd2deb4a,13459,bbox,10.12,2020-03-20 18:48:18 UTC,,,"{""source"":""api"",""session"":""1d521005d9d08b7d4734dec5e0de6cd4a088e5cc9bb23aa95a780e0937950839"",""viewport"":{""width"":1440,""height"":766},""started_at"":""2020-03-20T18:48:12.151Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-03-20T18:48:17.887Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":408,""clientHeight"":344,""naturalWidth"":408,""naturalHeight"":344}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-03-20T18:48:03.545Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""29109""}","[{""task"":""T1"",""task_label"":""Is there a solar jet in this image?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Draw a box around the solar jet."",""value"":[{""x"":209.03515625,""y"":77.734375,""tool"":0,""frame"":0,""width"":156.09375,""height"":127.2890625,""details"":[],""tool_label"":""Solar jet""}]}]","{""41282572"":{""retired"":null,""Screen Shot 2020-03-20 at 10.53.06.png"":""Screen Shot 2020-03-20 at 10.54.33.png""}}",41282572
212032796,dwright04,1437100,f259abaf06c7d2f4671b,13459,bbox,10.12,2020-03-25 19:17:57 UTC,,,"{""source"":""api"",""session"":""859b5db8badb0acc0a1aef4eb127e5d4e5a1b45056a2999661b507eb05120e70"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-03-25T19:11:01.190Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-03-25T19:17:57.538Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":524,""clientHeight"":310,""naturalWidth"":524,""naturalHeight"":310}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-03-25T19:11:01.118Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""29109""}","[{""task"":""T1"",""task_label"":""Is there a solar jet in this image?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Draw a box around the solar jet."",""value"":[{""x"":30.46875,""y"":78.73828125,""tool"":0,""frame"":0,""width"":436.54296875,""height"":188.75,""details"":[],""tool_label"":""Solar jet""}]}]","{""41282573"":{""retired"":null,""Screen Shot 2020-03-20 at 10.53.06.png"":""Screen Shot 2020-03-20 at 10.54.39.png""}}",41282573
212033014,dwright04,1437100,f259abaf06c7d2f4671b,13459,bbox,10.12,2020-03-25 19:18:38 UTC,,,"{""source"":""api"",""session"":""ad77bbf7deba1ec7ac4751cb0b6706aea5a5a0f4cd68f75534862870976810d2"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-03-25T19:18:26.721Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-03-25T19:18:37.975Z"",""seen_before"":true,""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":326,""clientHeight"":236,""naturalWidth"":326,""naturalHeight"":236}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-03-25T19:18:26.673Z"",""already_seen"":true,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""29109""}","[{""task"":""T1"",""task_label"":""Is there a solar jet in this image?"",""value"":""No""}]","{""41282569"":{""retired"":null,""Screen Shot 2020-03-20 at 10.53.06.png"":""Screen Shot 2020-03-20 at 10.54.10.png""}}",41282569
212033076,dwright04,1437100,f259abaf06c7d2f4671b,13459,bbox,10.12,2020-03-25 19:18:47 UTC,,,"{""source"":""api"",""session"":""ad77bbf7deba1ec7ac4751cb0b6706aea5a5a0f4cd68f75534862870976810d2"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-03-25T19:18:39.265Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-03-25T19:18:46.919Z"",""seen_before"":true,""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":300,""clientHeight"":208,""naturalWidth"":300,""naturalHeight"":208}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-03-25T19:18:26.673Z"",""already_seen"":true,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""29109""}","[{""task"":""T1"",""task_label"":""Is there a solar jet in this image?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Draw a box around the solar jet."",""value"":[{""x"":209.18359375,""y"":24.3203125,""tool"":0,""frame"":0,""width"":99.86328125,""height"":76.8984375,""details"":[],""tool_label"":""Solar jet""}]}]","{""41282570"":{""retired"":null,""Screen Shot 2020-03-20 at 10.53.06.png"":""Screen Shot 2020-03-20 at 10.54.16.png""}}",41282570
215780412,dwright04,1437100,b52eeb83892ee3c4811c,13459,bbox,16.17,2020-03-30 19:21:19 UTC,,,"{""source"":""api"",""session"":""9366dbb8fe4cba5c66c355e19c30c136d066f4f7c6d2ad934013944701efc371"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-03-30T19:21:05.276Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-03-30T19:21:19.278Z"",""seen_before"":true,""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":320,""clientHeight"":228,""naturalWidth"":320,""naturalHeight"":228}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-03-30T19:21:05.172Z"",""already_seen"":true,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""29109""}","[{""task"":""T1"",""task_label"":""Is there a solar jet in this image?"",""value"":""No""}]","{""41282571"":{""retired"":null,""Screen Shot 2020-03-20 at 10.53.06.png"":""Screen Shot 2020-03-20 at 10.54.20.png""}}",41282571
215780607,dwright04,1437100,b52eeb83892ee3c4811c,13459,bbox,16.17,2020-03-30 19:21:32 UTC,,,"{""source"":""api"",""session"":""9366dbb8fe4cba5c66c355e19c30c136d066f4f7c6d2ad934013944701efc371"",""viewport"":{""width"":1440,""height"":718},""started_at"":""2020-03-30T19:21:21.495Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"",""utc_offset"":""18000"",""finished_at"":""2020-03-30T19:21:32.344Z"",""seen_before"":true,""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":300,""clientHeight"":208,""naturalWidth"":300,""naturalHeight"":208}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-03-30T19:21:05.172Z"",""already_seen"":true,""selection_state"":""failover_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":true},""workflow_translation_id"":""29109""}","[{""task"":""T1"",""task_label"":""Is there a solar jet in this image?"",""value"":""Yes""},{""task"":""T0"",""task_label"":""Draw a box around the solar jet."",""value"":[{""x"":225.91015625,""y"":30.22265625,""tool"":0,""frame"":0,""width"":61.3515625,""height"":84.2890625,""details"":[],""tool_label"":""Solar jet""}]},{""task"":""T2"",""task_label"":""Freehand tool."",""value"":[]}]","{""41282570"":{""retired"":null,""Screen Shot 2020-03-20 at 10.53.06.png"":""Screen Shot 2020-03-20 at 10.54.16.png""}}",41282570
